,true_means,means,bias,total_rewards,pulls,std_means
0,0.9,0.8650323470429678,-0.03496765295703195,399.992,444.178,0.15704615749643416
1,0.7,0.4739763965763456,-0.2260236034236532,30.712,43.848,0.30851050715033107
2,0.5,0.2835112692616591,-0.2164887307383408,4.036,8.086,0.2888612239126656
3,0.3,0.16286226494702066,-0.13713773505297863,0.831,2.638,0.24513217305391005
4,0.1,0.04193290872079228,-0.058067091279208706,0.12,1.25,0.13678121166600204
