,true_means,means,bias,total_rewards,pulls,std_means
0,0.9,0.8949560911854391,-0.005043908814560571,67.973,75.517,0.048660770228559455
1,0.7,0.5715344805988798,-0.12846551940112036,9.16,13.11,0.24588138888901034
2,0.5,0.36706427975010086,-0.13293572024989905,2.808,5.616,0.2541067758229323
3,0.3,0.19502387498981974,-0.10497612501017978,1.027,3.414,0.21721532226027015
4,0.1,0.05714206349206355,-0.04285793650793709,0.22,2.343,0.1309197566359887
