,true_means,means,bias,total_rewards,pulls,std_means
0,0.8,0.7999884289556718,-1.1571044327715718e-05,7988.785,9986.124,0.004001548344239364
1,0.2,0.19845628747475866,-0.0015437125252416796,2.741,13.876,0.1116803205867837
