,0,1,2,3,4,5
0,0.018999999999999864,0.0,0.0,0.0,0.0,-0.018999999999999864
1,0.018999999999999864,0.016000000000000316,0.0,0.0,0.0,0.082500000000001
2,0.018999999999999864,0.016000000000000316,-0.014,0.0,0.0,0.19299999999999867
3,0.018999999999999864,0.016000000000000316,-0.014,-0.0029999999999999333,0.0,0.29549999999999993
4,0.018999999999999864,0.016000000000000316,-0.014,-0.0029999999999999333,0.007000000000000251,0.39500000000000246
5,-0.005500000000000158,-0.023499999999999594,-0.0605,-0.040000000000000105,-0.009499999999999974,0.3688333333333309
6,-0.01633333333333317,-0.05433333333333409,-0.101,-0.07166666666666556,-0.027000000000000135,0.3451428571428569
7,-0.029499999999999582,-0.08258333333333481,-0.12091666666666666,-0.09349999999999829,-0.03600000000000048,0.32762499999999806
8,-0.04491666666666595,-0.1032500000000014,-0.13399999999999995,-0.1043333333333316,-0.04000000000000063,0.3179999999999982
9,-0.04333333333333289,-0.09400000000000124,-0.12858333333333313,-0.09449999999999834,-0.03666666666666718,0.3145999999999999
10,-0.04019999999999959,-0.08158333333333435,-0.10769999999999982,-0.08733333333333176,-0.03316666666666699,0.319
11,-0.03406666666666632,-0.06866666666666757,-0.07936666666666657,-0.06258333333333245,-0.024750000000000227,0.324916666666665
12,-0.030099999999999696,-0.06128333333333404,-0.06258333333333342,-0.04919999999999923,-0.017083333333333277,0.3270769230769228
13,-0.0277499999999997,-0.05688333333333381,-0.05440000000000009,-0.04411666666666645,-0.0169166666666666,0.32807142857142846
14,-0.02293809523809514,-0.05711666666666713,-0.056650000000000075,-0.04898333333333291,-0.019749999999999993,0.32553333333333556
15,-0.022971428571428386,-0.052476190476190884,-0.060016666666666704,-0.05364999999999951,-0.0225833333333334,0.3203749999999986
16,-0.02191031746031722,-0.054235714285714685,-0.06770000000000004,-0.06093333333333281,-0.025500000000000207,0.3132352941176471
17,-0.020744444444444367,-0.05548571428571473,-0.07468333333333342,-0.0690666666666661,-0.02715000000000024,0.30744444444444347
18,-0.019748412698412682,-0.05773690476190517,-0.08084285714285738,-0.07258333333333275,-0.02890000000000028,0.3012631578947344
19,-0.020141305916305863,-0.05929603174603216,-0.08083571428571452,-0.07359999999999939,-0.02896666666666696,0.2962500000000008
20,-0.021390909090908995,-0.06067579365079406,-0.08216547619047637,-0.07356666666666599,-0.027950000000000266,0.29252380952380863
21,-0.02119534632034625,-0.06170238095238138,-0.07845238095238107,-0.06873571428571362,-0.027733333333333592,0.2910454545454531
22,-0.022102272727272654,-0.059057539682540086,-0.07376309523809536,-0.064919047619047,-0.02693333333333357,0.2899130434782618
23,-0.02081396103896104,-0.0550424603174607,-0.06779047619047615,-0.05891904761904708,-0.02320000000000015,0.2899583333333311
24,-0.019925432900432923,-0.05297150072150106,-0.05999325396825387,-0.05639761904761851,-0.023050000000000133,0.2902000000000006
25,-0.01919605117105124,-0.05043769841269874,-0.05848095238095231,-0.049749999999999614,-0.022566666666666763,0.2916923076923069
26,-0.017847294372294424,-0.04660602453102475,-0.05355634920634918,-0.04491428571428545,-0.020688095238095255,0.2901111111111088
27,-0.01871341991341998,-0.04401742424242433,-0.05186071428571432,-0.04583809523809486,-0.01915476190476186,0.2897142857142865
28,-0.018030397380397443,-0.044177872127872234,-0.052255555555555624,-0.046395238095237684,-0.019004761904761847,0.2881034482758614
29,-0.018178630519807032,-0.0437052725052726,-0.054388203463203576,-0.04726547619047574,-0.02028809523809524,0.28586666666666805
30,-0.018789249312778762,-0.04401589244089246,-0.056479473304473435,-0.048219047619047,-0.020704761904761965,0.28361290322580457
