,0,1,2,3,4,5
0,0.03022000037464393,0.0,0.0,0.0,0.0,-0.03022000037464393
1,0.03022000037464393,-0.04248498000329143,0.0,0.0,0.0,0.13113248981432374
2,0.03022000037464393,-0.04248498000329143,-0.016850877889168014,0.0,0.0,0.25970528583927177
3,0.03022000037464393,-0.04248498000329143,-0.016850877889168014,0.006378875736782374,0.0,0.3494342454452585
4,0.03022000037464393,-0.04248498000329143,-0.016850877889168014,0.006378875736782374,-0.030928511185191795,0.43573309859324494
5,0.013341239257356367,-0.059822468258789056,-0.0036119228549318233,-0.014577322628805092,-0.04504738966942983,0.4267686869439903
6,-0.028541318683197828,-0.08638006097990487,-0.023277979129203236,-0.030936771352305298,-0.06564231303958341,0.42479047617082305
7,-0.060962000849589006,-0.11434944924341046,-0.05289032726121878,-0.059654214671016885,-0.07760029266996107,0.42027834307766104
8,-0.08730842258787239,-0.13642668910261974,-0.07432960672813506,-0.07574057808664908,-0.10111829796897776,0.41328280113098825
9,-0.11389198853467782,-0.16286026978570012,-0.08941150626006927,-0.09286743558246571,-0.1066152191665946,0.4077309150539084
10,-0.12953410010302988,-0.17638675717925842,-0.10446916221915785,-0.11079543540404194,-0.11962089619699073,0.40268896861295245
11,-0.14074724613080491,-0.1962606787389923,-0.11171277027458733,-0.12454271345402505,-0.12508720474852014,0.3978816226001189
12,-0.1498793964307002,-0.210961214638506,-0.114705310634347,-0.12959731605790162,-0.12335672284857678,0.3906537472971713
13,-0.15953647190186845,-0.2072170155128684,-0.1234640198125052,-0.14294948282416753,-0.1287301067652755,0.3844656846749315
14,-0.17086292549810908,-0.20110555909168668,-0.12601114186595394,-0.1421953106176917,-0.12459797305765494,0.3768078166298001
15,-0.17762014678298582,-0.20130521634824863,-0.1310302766115752,-0.14521393385545572,-0.13017938482827146,0.3732055214551857
16,-0.18653280226097224,-0.2074683165358257,-0.14277420996522,-0.14714799706529605,-0.13655514533306218,0.3714885449303871
17,-0.18645402267420638,-0.21302231399467889,-0.1473758163959694,-0.14665197861152557,-0.13928178530439342,0.3652050724407521
18,-0.1877694991033999,-0.21379942404002514,-0.14858635037321674,-0.14723614770389398,-0.13912913414035044,0.35938808099162084
19,-0.18968454428613127,-0.21961663196744396,-0.14916998751857202,-0.15523462790961756,-0.1384305794496905,0.3556124095845983
20,-0.19270527368988738,-0.2247366685443107,-0.15206437528195044,-0.15614895406653242,-0.13942611644586156,0.3527448468418069
21,-0.19257883732890685,-0.22178845724769727,-0.15553762808539548,-0.15968783783991536,-0.14366594795177334,0.34868565637129056
22,-0.1935756242470449,-0.21558613061488477,-0.15496058618667102,-0.15750826511210206,-0.14348835350549222,0.34349051417252846
23,-0.18985476274711366,-0.2183644690120721,-0.15369044693538284,-0.15868497164563733,-0.1426354403069905,0.33837394910797586
24,-0.1882337891498469,-0.22237458942930083,-0.15914261170671573,-0.15726586670253012,-0.1412857989504508,0.33461684266470315
