,true_means,means,bias,total_rewards,pulls,std_means
0,1.0,0.9997137246857337,-0.00028627531426593235,9794.586955401963,9797.332,0.009847144861639163
1,0.5,0.48425507905661574,-0.015744920943384137,101.85483537458596,202.668,0.07681995050277383
