,true_means,means,bias,total_rewards,pulls,std_means
0,0.9,0.8973974973313738,-0.002602502668625994,8837.692,9817.206,0.04449610317250495
1,0.7,0.6065257057123864,-0.09347429428761327,116.276,165.838,0.18682065179681778
2,0.5,0.40710992036778904,-0.09289007963220959,4.715,9.475,0.21655858719107324
3,0.3,0.23913702816881802,-0.060862971831181965,1.304,4.281,0.20861726352644233
4,0.1,0.09109956709956714,-0.008900432900432758,0.365,3.2,0.14794194598286084
