,0,1,2,3,4
0,0.05661199012919105,0.25,0.13888888888888884,0.24,0.25
1,0.05725758477096954,0.1875,0.2400000000000001,0.22222222222222227,0.0
2,0.05475932936722516,0.2222222222222222,0.25,0.0,0.0
3,0.13340273646638867,0.0,0.2400000000000001,0.109375,0.0
4,0.13888888888888884,0.24691358024691357,0.2500000000000001,0.1875,0.2222222222222222
5,0.09310170349131375,0.1875,0.1875,0.231404958677686,0.0
6,0.0630021913805695,0.08999999999999997,0.2222222222222222,0.16,0.0
7,0.09741210937499944,0.23140495867768585,0.2400000000000001,0.2222222222222222,0.22222222222222227
8,0.11736015851242187,0.2400000000000001,0.2400000000000001,0.24,0.0
9,0.08999999999999997,0.1599999999999998,0.22222222222222227,0.0,0.0
10,0.25,0.21694214876033013,0.2268431001890357,0.2400000000000001,0.0
11,0.048652202498356334,0.22222222222222232,0.20408163265306123,0.0,0.1875
12,0.10707911957168337,0.2222222222222222,0.2400000000000001,0.1388888888888889,0.1875
13,0.11266435986159173,0.2222222222222222,0.1875,0.1875,0.1875
14,0.25,0.23285147392290206,0.24489795918367357,0.0,0.0
15,0.08616780045351458,0.0,0.13888888888888884,0.2400000000000001,0.0
16,0.10937499999999978,0.234375,0.22222222222222232,0.2222222222222222,0.2222222222222222
17,0.11822105460686783,0.15234375,0.25,0.0,0.1875
18,0.07895137936290175,0.1875,0.2222222222222222,0.0,0.1388888888888889
19,0.10207100591715978,0.1875,0.2500000000000001,0.24,0.0
20,0.08264462809917361,0.234375,0.1875,0.25,0.12244897959183676
21,0.22222222222222232,0.19631171921475288,0.25,0.24489795918367357,0.2222222222222222
22,0.12244897959183654,0.2500000000000001,0.22222222222222232,0.2222222222222222,0.0
23,0.09770969660916118,0.1875,0.15999999999999992,0.0,0.0
24,0.08564645726807918,0.20408163265306123,0.24489795918367357,0.24,0.0
25,0.05928537093414543,0.24691358024691357,0.2222222222222222,0.25,0.0
26,0.07271468144044324,0.1301775147928994,0.2222222222222222,0.25,0.1388888888888889
27,0.08264462809917372,0.15419501133786828,0.23437500000000006,0.25,0.0
28,0.21000000000000002,0.20234080539575472,0.2500000000000001,0.20408163265306128,0.1388888888888889
29,0.08075628905624099,0.15999999999999992,0.22222222222222227,0.0,0.0
30,0.07984374999999977,0.1875,0.16,0.1875,0.0
31,0.036093749999999813,0.24489795918367357,0.1875,0.24,0.0
