,true_means,means,bias,total_rewards,pulls,std_means
0,0.9,0.798003895806519,-0.1019961041934805,69.747,77.531,0.2703095851540767
1,0.7,0.4636798044318501,-0.2363201955681482,10.537,15.036,0.3261876791838003
2,0.5,0.30169127924715583,-0.19830872075284417,1.904,3.795,0.30473329712432323
3,0.3,0.16704597094214027,-0.13295402905785852,0.777,2.477,0.2526641639377889
4,0.1,0.05813999999999998,-0.04186000000000063,0.136,1.161,0.16462450998830314
