,true_means,means,bias,total_rewards,pulls,std_means
0,0.8,0.7998447676843374,-0.00015523231566243046,73.991,92.498,0.04279918036141967
1,0.2,0.19430615634365644,-0.005693843656343694,1.473,7.502,0.1463178271194928
