,true_means,means,bias,total_rewards,pulls,std_means
0,0.8,0.8001139582395786,0.00011395823957882367,72.985,91.192,0.04404389668297668
1,0.2,0.182471491597498,-0.01752850840250218,1.72,8.808,0.12770305950566643
