,0,1
0,0.1481439565414212,0.22222222222222227
1,0.14005540166204966,0.16
2,0.14993752603082022,0.0
3,0.14993752603082022,0.0
4,0.16929235537190068,0.1388888888888889
5,0.17961266139108656,0.0
6,0.12456597222222177,0.1875
7,0.10745522698875443,0.0
8,0.15628904623073703,0.0
9,0.15608740894901163,0.20408163265306128
10,0.1696248272930173,0.0
11,0.16620498614958434,0.16
12,0.10937499999999978,0.1875
13,0.18349030470914107,0.0
14,0.14337775926697205,0.0
15,0.16000000000000014,0.16
16,0.14692520775623275,0.16
17,0.1636730789669466,0.2222222222222222
18,0.14572482638888862,0.0
19,0.14005540166204955,0.16
20,0.20214843749999967,0.0
21,0.206597222222222,0.0
22,0.17664930555555547,0.1875
23,0.12963348604747948,0.0
24,0.17795013850415498,0.2400000000000001
25,0.1701323251417769,0.23437500000000006
26,0.1766493055555558,0.1875
27,0.1928166351606806,0.18750000000000006
28,0.1721883656509695,0.16
29,0.17089843749999978,0.1875
30,0.13774046126049477,0.2222222222222222
31,0.12244897959183665,0.0
32,0.1499375260308201,0.0
33,0.14454245934743293,0.2222222222222222
34,0.15357340720221557,0.16
35,0.15874565972222232,0.1875
36,0.14005540166204966,0.16
37,0.15113189499415436,0.0
38,0.15357340720221613,0.16
39,0.14692520775623252,0.16
40,0.15113189499415458,0.0
41,0.17409412744689745,0.0
42,0.16367307896694672,0.0
43,0.18089063662450833,0.0
44,0.1599999999999998,0.16
45,0.1913061961951319,0.0
46,0.20141056769568733,0.12244897959183676
47,0.19002498958767144,0.0
48,0.09964598084131548,0.0
49,0.14814395654142087,0.22222222222222227
50,0.16127206880941614,0.2500000000000001
51,0.12456597222222243,0.1875
52,0.179612661391087,0.0
53,0.14337775926697172,0.0
54,0.1329639889196672,0.16
55,0.18620469762992886,0.0
56,0.12141618202224203,0.0
57,0.1234987777659684,0.2222222222222222
58,0.14454245934743337,0.0
59,0.14993752603082,0.0
60,0.09964598084131548,0.0
61,0.16243231986672202,0.0
62,0.16620498614958434,0.16
63,0.12141618202224236,0.0
64,0.21092482422931258,0.2448979591836734
65,0.13774046126049477,0.0
66,0.14814395654142132,0.1388888888888889
67,0.18880886426592747,0.16
68,0.14454245934743337,0.0
69,0.18089063662450866,0.0
70,0.16836734693877575,0.0
71,0.1511318949941547,0.0
72,0.11605909235837986,0.0
73,0.21966923368261526,0.19834710743801653
74,0.16749660479855122,0.2500000000000001
75,0.1861486877095616,0.20408163265306128
76,0.1805989131691521,0.20408163265306128
77,0.17751479289940797,0.17283950617283955
78,0.10651974288337918,0.0
79,0.17536401317887085,0.0
80,0.1469252077562323,0.16
81,0.1636730789669466,0.0
82,0.19748263888888862,0.0
83,0.14572482638888884,0.1875
84,0.15999999999999992,0.24
85,0.17926663648709795,0.1388888888888889
86,0.16620498614958423,0.16
87,0.12244897959183687,0.0
88,0.14337775926697183,0.0
89,0.16880564227078254,0.20408163265306128
90,0.14268727705112993,0.21301775147928995
91,0.12456597222222232,0.1875
92,0.1753640131788713,0.0
93,0.14993752603082056,0.0
94,0.18089063662450822,0.0
95,0.16256214591282248,0.24489795918367357
96,0.1445424593474336,0.0
97,0.1721883656509695,0.24
98,0.14993752603082033,0.0
99,0.14692520775623275,0.16
100,0.1708984374999999,0.1875
101,0.15750876820065884,0.0
102,0.13072590073334012,0.0
103,0.16127206880941602,0.22222222222222227
104,0.13660974593919184,0.0
105,0.14337775926697172,0.0
106,0.14244421320383838,0.24489795918367357
107,0.18880886426592813,0.16
108,0.1649305555555557,0.0
109,0.11917157084653662,0.2500000000000001
110,0.14005540166204977,0.24
111,0.15357340720221613,0.16
112,0.13774046126049522,0.0
113,0.1445424593474327,0.0
114,0.19748263888888873,0.0
115,0.17751479289940808,0.22222222222222227
116,0.17888888888888876,0.21000000000000005
117,0.14124038026256225,0.22222222222222227
118,0.13888888888888884,0.1875
119,0.15628904623073692,0.0
120,0.14124038026256247,0.22222222222222227
121,0.18880886426592813,0.16
122,0.1888088642659278,0.16
123,0.1548211860570392,0.22222222222222227
124,0.12963348604748004,0.0
125,0.21172022684309977,0.2500000000000001
126,0.1445424593474336,0.0
127,0.16962482729301753,0.0
128,0.15234374999999967,0.1875
129,0.12963348604747993,0.0
130,0.14692520775623252,0.24
131,0.15750876820065907,0.0
132,0.14454245934743304,0.0
133,0.07567222871718582,0.0
134,0.14938143137935023,0.20408163265306128
135,0.19130619619513223,0.0
136,0.10745522698875443,0.0
137,0.17926663648709829,0.22222222222222227
138,0.1721883656509695,0.16
139,0.12963348604747982,0.0
140,0.14993752603082,0.0
141,0.17961266139108711,0.0
142,0.12244897959183687,0.0
143,0.10937499999999933,0.0
144,0.2148437500000001,0.0
145,0.1256509695290854,0.2400000000000001
146,0.16880564227078254,0.20408163265306128
147,0.1499375260308199,0.0
148,0.1599999999999997,0.0
149,0.174094127446897,0.0
150,0.1821831597222221,0.0
151,0.18349030470914118,0.16
152,0.1683673469387753,0.0
153,0.1424442132038385,0.12244897959183676
154,0.1074552269887542,0.0
155,0.11707899305555525,0.1875
156,0.18089063662450833,0.0
157,0.20619253650621916,0.24489795918367346
158,0.1400554016620501,0.16
159,0.1753640131788714,0.0
160,0.14454245934743348,0.0
