,true_means,means,bias,total_rewards,pulls,std_means
0,1.0,0.9413471390331413,-0.05865286096685834,9119.548652098729,9123.222,0.2199484316654824
1,0.5,0.3805307406724397,-0.11946925932756024,440.4637934560014,876.778,0.34603758739218377
