,true_means,means,bias,total_rewards,pulls,std_means
0,0.8,0.8008787759119866,0.0008787759119868056,70.967,88.563,0.04261947930977543
1,0.2,0.16807908086066,-0.03192091913934018,2.211,11.437,0.11319034684406201
